Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,126.70999908447266,127.5999984741211,125.69999694824219,127.05000305175781,102.7496337890625,138725200
2011-01-04,127.33000183105469,127.37000274658203,126.19000244140625,126.9800033569336,102.69303894042969,137409700
2011-01-05,126.58000183105469,127.72000122070312,126.45999908447266,127.63999938964844,103.22679138183594,133975300
2011-01-06,127.69000244140625,127.83000183105469,127.01000213623047,127.38999938964844,103.02459716796875,122519000
2011-01-07,127.55999755859375,127.7699966430664,126.1500015258789,127.13999938964844,102.82244873046875,156034600
2011-01-10,126.58000183105469,127.16000366210938,126.19999694824219,126.9800033569336,102.69303894042969,122401700
2011-01-11,127.44000244140625,127.73999786376953,126.94999694824219,127.43000030517578,103.05697631835938,110287000
2011-01-12,128.2100067138672,128.72000122070312,127.45999908447266,128.5800018310547,103.98702239990234,107929200
2011-01-13,128.6300048828125,128.69000244140625,128.0500030517578,128.3699951171875,103.81715393066406,129048400
2011-01-14,128.19000244140625,129.3300018310547,128.10000610351562,129.3000030517578,104.56929779052734,117677900
2011-01-18,129.17999267578125,129.63999938964844,129.02999877929688,129.52000427246094,104.74723052978516,114401300
2011-01-19,129.41000366210938,129.5399932861328,127.91000366210938,128.25,103.72013092041016,151958400
2011-01-20,127.95999908447266,128.39999389648438,127.12999725341797,128.0800018310547,103.58265686035156,175745700
2011-01-21,128.8800048828125,129.1699981689453,128.22999572753906,128.3699951171875,103.81715393066406,151462900
2011-01-24,128.2899932861328,129.25,128.25999450683594,129.10000610351562,104.40755462646484,113715500
2011-01-25,128.75999450683594,129.27999877929688,128.11000061035156,129.1699981689453,104.46415710449219,167552200
2011-01-26,129.49000549316406,130.0500030517578,129.22999572753906,129.6699981689453,104.8685073852539,141281500
2011-01-27,129.6999969482422,130.2100067138672,129.47000122070312,129.99000549316406,105.12732696533203,123302700
2011-01-28,130.13999938964844,130.35000610351562,127.51000213623047,127.72000122070312,103.29148864746094,295637300
2011-01-31,128.07000732421875,128.77999877929688,127.75,128.67999267578125,104.06788635253906,149249200
2011-02-01,129.4600067138672,130.97000122070312,129.3800048828125,130.74000549316406,105.73388671875,167194300
2011-02-02,130.39999389648438,130.83999633789062,130.3300018310547,130.49000549316406,105.53169250488281,118323600
2011-02-03,130.25999450683594,130.97999572753906,129.57000732421875,130.77999877929688,105.76620483398438,145886700
2011-02-04,130.8300018310547,131.1999969482422,130.22999572753906,131.14999389648438,106.06544494628906,134634800
2011-02-07,131.44000244140625,132.39999389648438,131.42999267578125,131.97000122070312,106.7286376953125,112439100
2011-02-08,132.08999633789062,132.63999938964844,131.72999572753906,132.57000732421875,107.21387481689453,99072800
2011-02-09,132.2100067138672,132.6300048828125,131.61000061035156,132.27000427246094,106.97122955322266,146436700
2011-02-10,131.60000610351562,132.47000122070312,131.3000030517578,132.32000732421875,107.01167297363281,162708500
2011-02-11,131.8000030517578,133.27999877929688,131.77000427246094,133.11000061035156,107.65055084228516,137710300
2011-02-14,133.02999877929688,133.5399932861328,132.8800048828125,133.42999267578125,107.90938568115234,101690700
2011-02-15,133.02000427246094,133.22000122070312,132.32000732421875,133.00999450683594,107.56969451904297,119575400
2011-02-16,133.4600067138672,134.00999450683594,133.19000244140625,133.85000610351562,108.24903869628906,130183500
2011-02-17,133.4600067138672,134.42999267578125,133.33999633789062,134.25,108.5725326538086,109810500
