Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,54.970001220703125,55.689998626708984,54.95000076293945,55.310001373291016,49.75259017944336,90994300
2011-01-04,55.5099983215332,55.54999923706055,54.91999816894531,55.27000045776367,49.71661376953125,43851500
2011-01-05,55.099998474121094,55.7599983215332,55.06999969482422,55.7400016784668,50.139400482177734,43787400
2011-01-06,55.79999923706055,55.959999084472656,55.68000030517578,55.91999816894531,50.30130386352539,46139600
2011-01-07,56.02000045776367,56.04999923706055,55.31999969482422,55.869998931884766,50.2563362121582,72261700
2011-01-10,55.75,56.18000030517578,55.58000183105469,56.08000183105469,50.44524383544922,55551800
2011-01-11,56.310001373291016,56.36000061035156,55.95000076293945,56.15999984741211,50.51719284057617,56663800
2011-01-12,56.43000030517578,56.560001373291016,56.20000076293945,56.560001373291016,50.87700653076172,51979300
2011-01-13,56.599998474121094,56.72999954223633,56.40999984741211,56.58000183105469,50.89499282836914,47364500
2011-01-14,56.599998474121094,57.02000045776367,56.459999084472656,57.0,51.272789001464844,43867400
2011-01-18,56.56999969482422,57.22999954223633,56.4900016784668,57.15999984741211,51.41672134399414,65805600
2011-01-19,57.2599983215332,57.2599983215332,56.31999969482422,56.5099983215332,50.832035064697266,67767200
2011-01-20,56.27000045776367,56.349998474121094,55.68000030517578,56.11000061035156,50.47221755981445,92357800
2011-01-21,56.38999938964844,56.4900016784668,55.650001525878906,55.68000030517578,50.08540344238281,59673300
2011-01-24,55.790000915527344,56.459999084472656,55.68000030517578,56.45000076293945,50.77806091308594,64103300
2011-01-25,56.16999816894531,56.54999923706055,56.04999923706055,56.529998779296875,50.85000991821289,55305100
2011-01-26,56.61000061035156,56.97999954223633,56.45000076293945,56.83000183105469,51.11988067626953,60547700
2011-01-27,57.0099983215332,57.349998474121094,56.91999816894531,57.18000030517578,51.4347038269043,53656100
2011-01-28,57.16999816894531,57.220001220703125,55.470001220703125,55.72999954223633,50.13040542602539,123359900
2011-01-31,55.810001373291016,56.15999984741211,55.38999938964844,56.0,50.373260498046875,70571300
2011-02-01,56.41999816894531,57.18000030517578,56.36000061035156,57.04999923706055,51.31776809692383,76952900
2011-02-02,56.93000030517578,57.16999816894531,56.84000015258789,56.959999084472656,51.23681640625,48661000
2011-02-03,56.849998474121094,57.13999938964844,56.400001525878906,57.060001373291016,51.32677459716797,45341900
2011-02-04,57.04999923706055,57.41999816894531,56.900001525878906,57.380001068115234,51.6146125793457,47647800
2011-02-07,57.4900016784668,57.970001220703125,57.400001525878906,57.650001525878906,51.85748291015625,45627100
2011-02-08,57.66999816894531,58.06999969482422,57.560001373291016,58.029998779296875,52.19929885864258,38099900
2011-02-09,57.939998626708984,58.119998931884766,57.75,57.93000030517578,52.10935974121094,62540800
2011-02-10,57.54999923706055,58.099998474121094,57.4900016784668,58.02000045776367,52.190311431884766,70194700
2011-02-11,57.849998474121094,58.47999954223633,57.77000045776367,58.439998626708984,52.56809997558594,47853500
2011-02-14,58.439998626708984,58.65999984741211,58.380001068115234,58.58000183105469,52.69404602050781,48506100
2011-02-15,58.439998626708984,58.56999969482422,58.22999954223633,58.5,52.6220817565918,39723800
2011-02-16,58.650001525878906,59.040000915527344,58.630001068115234,58.880001068115234,52.96390151977539,53061700
2011-02-17,58.59000015258789,58.970001220703125,58.54999923706055,58.86000061035156,52.94590377807617,38361900
2011-02-18,58.86000061035156,58.970001220703125,58.5099983215332,58.72999954223633,52.82897186279297,44334300
2011-02-22,57.93000030517578,58.130001068115234,56.939998626708984,57.029998779296875,51.299774169921875,92598100
2011-02-23,57.029998779296875,57.22999954223633,56.130001068115234,56.560001373291016,50.87700653076172,97842900
2011-02-24,56.68000030517578,57.029998779296875,56.13999938964844,56.86000061035156,51.1468505859375,98716100
2011-02-25,57.18000030517578,57.720001220703125,57.119998931884766,57.650001525878906,51.85748291015625,54094600
2011-02-28,57.880001068115234,58.04999923706055,57.43000030517578,57.77000045776367,51.965423583984375,51402800
2011-03-01,58.02000045776367,58.02000045776367,56.70000076293945,56.84000015258789,51.128868103027344,91993900
2011-03-02,56.810001373291016,57.5099983215332,56.790000915527344,57.13999938964844,51.39872741699219,61552900
2011-03-03,57.66999816894531,58.369998931884766,57.66999816894531,58.27000045776367,52.415191650390625,64146600
2011-03-04,58.25,58.2599983215332,57.59000015258789,57.970001220703125,52.14533615112305,62328400
2011-03-07,58.209999084472656,58.2599983215332,56.66999816894531,57.189998626708984,51.443702697753906,98470000
2011-03-08,57.119998931884766,57.68000030517578,56.77000045776367,57.41999816894531,51.650577545166016,62399100
2011-03-09,57.209999084472656,57.27000045776367,56.720001220703125,57.029998779296875,51.299774169921875,84764200
2011-03-10,56.38999938964844,56.52000045776367,55.90999984741211,56.13999938964844,50.49919509887695,102894400
2011-03-11,55.81999969482422,56.65999984741211,55.81999969482422,56.4900016784668,50.81403732299805,81679400
2011-03-14,56.18000030517578,56.59000015258789,55.86000061035156,56.290000915527344,50.63412094116211,73565800
2011-03-15,54.63999938964844,55.81999969482422,54.470001220703125,55.4900016784668,49.91450881958008,101276500
2011-03-16,55.029998779296875,55.34000015258789,53.77000045776367,54.150001525878906,48.709163665771484,176507700
2011-03-17,55.0099983215332,55.2400016784668,54.130001068115234,54.650001525878906,49.158905029296875,94434500
2011-03-18,55.220001220703125,55.220001220703125,54.40999984741211,54.45000076293945,49.0481071472168,94887200
2011-03-21,55.279998779296875,55.779998779296875,54.5,55.5,49.99394607543945,57423000
2011-03-22,55.58000183105469,55.61000061035156,55.279998779296875,55.400001525878906,49.90386199951172,36162100
2011-03-23,55.20000076293945,55.869998931884766,54.81999969482422,55.709999084472656,50.18312072753906,60365100
2011-03-24,56.130001068115234,56.81999969482422,55.81999969482422,56.70000076293945,51.07490158081055,69502400
2011-03-25,56.880001068115234,57.220001220703125,56.72999954223633,56.84000015258789,51.201011657714844,74131100
2011-03-28,57.09000015258789,57.099998474121094,56.5,56.529998779296875,50.9217643737793,37824000
2011-03-29,56.400001525878906,57.08000183105469,56.22999954223633,57.08000183105469,51.41718673706055,47994800
2011-03-30,57.36000061035156,57.43000030517578,57.08000183105469,57.349998474121094,51.66040802001953,44935900
2011-03-31,57.25,57.47999954223633,57.150001525878906,57.43000030517578,51.732479095458984,50004300
2011-04-01,57.720001220703125,57.900001525878906,57.290000915527344,57.459999084472656,51.75949478149414,68031800
2011-04-04,57.619998931884766,57.68000030517578,57.02000045776367,57.27000045776367,51.5883674621582,48659100
2011-04-05,57.15999984741211,57.4900016784668,57.0,57.119998931884766,51.45322799682617,55349400
2011-04-06,57.560001373291016,57.72999954223633,56.93000030517578,57.2599983215332,51.57933807373047,49532100
2011-04-07,57.2400016784668,57.599998474121094,56.810001373291016,57.220001220703125,51.543304443359375,60697000
2011-04-08,57.47999954223633,57.56999969482422,56.650001525878906,56.95000076293945,51.30009078979492,42782200
2011-04-11,57.16999816894531,57.290000915527344,56.560001373291016,56.7599983215332,51.128936767578125,42451700
2011-04-12,56.5,56.63999938964844,56.150001525878906,56.369998931884766,50.77763366699219,50422800
2011-04-13,56.790000915527344,57.0,56.400001525878906,56.849998474121094,51.21001434326172,49979800
2011-04-14,56.459999084472656,56.83000183105469,56.22999954223633,56.75,51.11994171142578,53544100
2011-04-15,56.529998779296875,56.869998931884766,56.279998779296875,56.650001525878906,51.029869079589844,68530000
2011-04-18,56.08000183105469,56.27000045776367,55.31999969482422,56.25,50.669551849365234,69065000
2011-04-19,56.400001525878906,56.599998474121094,56.099998474121094,56.599998474121094,50.984825134277344,38608400
2011-04-20,57.599998474121094,57.939998626708984,57.529998779296875,57.880001068115234,52.137840270996094,67397500
2011-04-21,58.439998626708984,58.470001220703125,58.15999984741211,58.34000015258789,52.552181243896484,43666800
2011-04-25,58.38999938964844,58.52000045776367,58.279998779296875,58.4900016784668,52.68730926513672,25376800
2011-04-26,58.63999938964844,59.029998779296875,58.5099983215332,58.81999969482422,52.98457336425781,49400000
2011-04-27,58.93000030517578,59.290000915527344,58.65999984741211,59.220001220703125,53.34490203857422,56465500
2011-04-28,59.040000915527344,59.22999954223633,58.880001068115234,59.130001068115234,53.263816833496094,48100000
2011-04-29,59.02000045776367,59.290000915527344,58.97999954223633,59.08000183105469,53.218788146972656,44831200
2011-05-02,59.16999816894531,59.34000015258789,58.81999969482422,58.970001220703125,53.11970520019531,48149400
2011-05-03,58.939998626708984,59.0,58.33000183105469,58.689998626708984,52.86748504638672,38100000
2011-05-04,58.720001220703125,58.869998931884766,58.11000061035156,58.599998474121094,52.78640365600586,53097200
2011-05-05,58.310001373291016,58.970001220703125,58.08000183105469,58.279998779296875,52.4981575012207,72200000
2011-05-06,58.86000061035156,59.20000076293945,58.310001373291016,58.470001220703125,52.66929244995117,72507000
2011-05-09,58.56999969482422,58.91999816894531,58.34000015258789,58.689998626708984,52.86748504638672,40022000
2011-05-10,58.86000061035156,59.279998779296875,58.779998779296875,59.189998626708984,53.317874908447266,38053600
2011-05-11,59.099998474121094,59.310001373291016,58.36000061035156,58.7599983215332,52.9305305480957,61900000
2011-05-12,58.58000183105469,59.189998626708984,58.2400016784668,59.11000061035156,53.24580764770508,66100000
2011-05-13,58.970001220703125,59.06999969482422,58.38999938964844,58.40999984741211,52.615257263183594,63506600
2011-05-16,58.13999938964844,58.31999969482422,57.27000045776367,57.400001525878906,51.7054557800293,73115300
2011-05-17,57.099998474121094,57.56999969482422,56.97999954223633,57.560001373291016,51.84956359863281,63136000
2011-05-18,57.47999954223633,58.13999938964844,57.40999984741211,58.040000915527344,52.28196334838867,42351100
2011-05-19,58.220001220703125,58.34000015258789,57.849998474121094,58.209999084472656,52.43510055541992,35015800
2011-05-20,58.150001525878906,58.209999084472656,57.689998626708984,57.77000045776367,52.03873825073242,44703300
